County/City,Ward,Pct,"Timothy Michael Kaine","George Felix Allen","All Others","Total Votes Cast"
"Montgomery County",-,"Ab - Central Absentee Precinct","1,485","1,222",5,"2,712"
"Nelson County",-,"101 - Rockfish",814,742,2,"1,558"
"Nelson County",-,"201 - Lovingston",440,417,0,857
"Nelson County",-,"202 - Schuyler",259,253,1,513
"Nelson County",-,"301 - Shipman",609,528,1,"1,138"
"Nelson County",-,"302 - Gladstone",107,100,0,207
"Nelson County",-,"401 - Roseland",580,735,0,"1,315"
"Nelson County",-,"402 - Montebello",37,70,0,107
"Nelson County",-,"501 - Faber",320,269,1,590
"Nelson County",-,"502 - Nellysford",637,541,3,"1,181"
"Nelson County",-,"Ab - Central Absentee Precinct",412,288,0,700
"Nelson County",-,Provisional,0,3,3,6
"New Kent County",-,"102 - Tunstall",176,387,1,564
"New Kent County",-,"103 - Southern Branch",404,"1,055",3,"1,462"
"New Kent County",-,"201 - Quinton",454,832,2,"1,288"
"New Kent County",-,"202 - Kentwood",271,634,1,906
"New Kent County",-,"301 - Watkins",405,386,1,792
"New Kent County",-,"302 - Cumberland",415,649,2,"1,066"
"New Kent County",-,"401 - Providence Forge",493,923,1,"1,417"
"New Kent County",-,"403 - Mountcastle",219,421,1,641
"New Kent County",-,"501 - Eltham",318,511,1,830
"New Kent County",-,"502 - Chickahominy River",354,780,0,"1,134"
"New Kent County",-,"Ab - Central Absentee Precinct",304,490,1,795
"New Kent County",-,Provisional,2,2,4,8
"Newport News City",-,"101 - Denbigh (CD 3)","2,119",526,3,"2,648"
"Newport News City",-,"102 - Epes (CD 3)","2,260",484,5,"2,749"
"Newport News City",-,"103 - Jenkins (CD 3)","1,600",846,5,"2,451"
"Newport News City",-,"104 - Mcintosh (CD 3)","1,367",373,5,"1,745"
"Newport News City",-,"105 - Oyster Point (CD 2)",364,239,1,604
"Newport News City",-,"106 - Reservoir (CD 3)","2,015",842,7,"2,864"
"Newport News City",-,"107 - Richneck (CD 2)","1,654","1,090",5,"2,749"
"Newport News City",-,"108 - Lee Hall (CD 3)","1,498",523,2,"2,023"
"Newport News City",-,"109 - Windsor (CD 2)",876,510,2,"1,388"
"Newport News City",-,"110 - Greenwood (CD 1)","1,651",529,4,"2,184"
"Newport News City",-,"201 - Bland (CD 3)",321,146,0,467
"Newport News City",-,"202 - Boulevard (CD 2)",928,888,1,"1,817"
"Newport News City",-,"203 - Charles (CD 2)","1,280","1,475",4,"2,759"
"Newport News City",-,"204 - Wellesley (CD 2)",957,723,4,"1,684"
"Newport News City",-,"205 - Deep Creek (CD 2)",784,"1,297",3,"2,084"
"Newport News City",-,"208 - Hidenwood (CD 2)",479,819,1,"1,299"
"Newport News City",-,"209 - Hilton (CD 2)",817,841,8,"1,666"
"Newport News City",-,"210 - Nelson (CD 2)","1,410","1,517",4,"2,931"
"Newport News City",-,"211 - Palmer (CD 1)",87,49,2,138
"Newport News City",-,"211 - Palmer (CD 2)","1,194",764,4,"1,962"
"Newport News City",-,"212 - Riverside (CD 2)",471,672,4,"1,147"
"Newport News City",-,"213 - Sanford (CD 2)",333,518,3,854
"Newport News City",-,"215 - Warwick (CD 2)",707,455,1,"1,163"
"Newport News City",-,"216 - Yates (CD 2)",543,691,1,"1,235"
"Newport News City",-,"217 - Riverview (CD 2)",811,996,6,"1,813"
"Newport News City",-,"218 - Kiln Creek (CD 1)",37,25,0,62
"Newport News City",-,"218 - Kiln Creek (CD 2)","1,582","1,284",7,"2,873"
"Newport News City",-,"219 - Deer Park (CD 2)","1,571",798,4,"2,373"
"Newport News City",-,"302 - Briarfield (CD 3)","1,324",301,3,"1,628"
"Newport News City",-,"303 - Carver (CD 3)",889,245,0,"1,134"
"Newport News City",-,"304 - Chestnut (CD 3)",759,16,1,776
"Newport News City",-,"305 - Downtown (CD 3)",349,92,1,442
"Newport News City",-,"306 - Dunbar (CD 3)",403,31,0,434
"Newport News City",-,"307 - Huntington (CD 3)",733,19,1,753
"Newport News City",-,"308 - Jefferson (CD 3)",765,22,1,788
"Newport News City",-,"309 - Magruder (CD 3)",737,22,2,761
"Newport News City",-,"310 - Marshall (CD 3)","1,110",20,1,"1,131"
"Newport News City",-,"311 - Newmarket (CD 3)","1,532",423,2,"1,957"
"Newport News City",-,"312 - Newsome Park (CD 3)",397,13,2,412
"Newport News City",-,"313 - Reed (CD 3)","1,514",41,2,"1,557"
"Newport News City",-,"314 - River (CD 3)",667,404,4,"1,075"
"Newport News City",-,"315 - Sedgefield (CD 2)",767,629,1,"1,397"
"Newport News City",-,"316 - South Morrison (CD 3)","1,214",649,3,"1,866"
"Newport News City",-,"317 - Washington (CD 3)",452,17,0,469
"Newport News City",-,"318 - Wilson (CD 3)",815,70,3,888
"Newport News City",-,"319 - Saunders (CD 2)","1,342",987,7,"2,336"
"Newport News City",-,"320 - Watkins (CD 2)","1,483","1,544",4,"3,031"
"Newport News City",-,"Ab - Central Absentee Precinct (CD 1)",131,41,1,173
"Newport News City",-,"Ab - Central Absentee Precinct (CD 2)","1,789","1,371",5,"3,165"
"Newport News City",-,"Ab - Central Absentee Precinct (CD 3)","1,847",416,3,"2,266"
"Newport News City",-,"Provisional (CD 1)",2,2,4,8
"Newport News City",-,"Provisional (CD 2)",29,29,58,116
"Newport News City",-,"Provisional (CD 3)",34,8,42,84
"Norfolk City",-,"101 - Granby (CD 3)","1,633",654,2,"2,289"
"Norfolk City",-,"102 - Ocean View School (CD 2)",646,429,4,"1,079"
"Norfolk City",-,"103 - Northside (CD 2)",739,682,2,"1,423"
"Norfolk City",-,"104 - Titustown (CD 3)",774,111,1,886
"Norfolk City",-,"106 - Zion Grace (CD 2)","1,307",785,4,"2,096"
"Norfolk City",-,"201 - Old Dominion (CD 2)","1,898","1,048",4,"2,950"
"Norfolk City",-,"203 - Ghent Square (CD 3)",534,329,1,864
"Norfolk City",-,"207 - Lambert's Point (CD 3)","1,819",211,5,"2,035"
"Norfolk City",-,"208 - Larchmont Library (CD 2)",384,297,1,682
"Norfolk City",-,"210 - Maury (CD 3)","1,007",503,3,"1,513"
"Norfolk City",-,"211 - Chrysler Museum (CD 3)","1,135",655,2,"1,792"
"Norfolk City",-,"212 - Park Place (CD 3)","1,241",64,1,"1,306"
"Norfolk City",-,"213 - Taylor Elementary School (CD 3)","1,374",591,11,"1,976"
"Norfolk City",-,"214 - Stuart (CD 3)","1,378",488,5,"1,871"
"Norfolk City",-,"215 - Suburban Park (CD 2)",868,606,0,"1,474"
"Norfolk City",-,"217 - Wesley (CD 3)","1,016",397,2,"1,415"
"Norfolk City",-,"218 - Willard (CD 2)","1,307","1,022",5,"2,334"
"Norfolk City",-,"301 - Ballentine (CD 3)","1,513",194,2,"1,709"
"Norfolk City",-,"302 - Tanners Creek (CD 3)",787,223,0,"1,010"
"Norfolk City",-,"303 - Bowling Park (CD 3)","1,785",90,2,"1,877"
"Norfolk City",-,"304 - Coleman Place School (CD 3)",804,158,3,965
"Norfolk City",-,"305 - Lafayette-winona (CD 3)","1,050",203,2,"1,255"
"Norfolk City",-,"306 - Lindenwood (CD 3)",994,84,1,"1,079"
"Norfolk City",-,"309 - Norview (CD 3)","2,220",472,7,"2,699"
"Norfolk City",-,"310 - Rosemont (CD 3)","2,302",117,5,"2,424"
"Norfolk City",-,"311 - Sherwood (CD 3)","1,855",849,5,"2,709"
"Norfolk City",-,"313 - Union Chapel (CD 3)",785,35,0,820
"Norfolk City",-,"402 - Berkley (CD 3)","1,302",62,2,"1,366"
"Norfolk City",-,"403 - Brambleton (CD 3)",992,41,0,"1,033"
"Norfolk City",-,"404 - Campostella (CD 3)","1,480",75,0,"1,555"
"Norfolk City",-,"405 - Chesterfield (CD 3)","1,595",61,0,"1,656"
"Norfolk City",-,"406 - Barron Black (CD 2)",732,470,0,"1,202"
"Norfolk City",-,"408 - Easton (CD 2)","1,054",623,3,"1,680"
"Norfolk City",-,"409 - Fairlawn (CD 2)",828,492,3,"1,323"
"Norfolk City",-,"411 - Ruffner Academy (CD 3)",543,35,0,578
"Norfolk City",-,"412 - Ingleside (CD 3)","1,273",180,2,"1,455"
"Norfolk City",-,"413 - Poplar Halls (CD 3)","1,671",310,4,"1,985"
"Norfolk City",-,"414 - Young Park (CD 3)","1,824",51,0,"1,875"
"Norfolk City",-,"415 - Lake Taylor High School (CD 3)","1,052",453,4,"1,509"
"Norfolk City",-,"501 - Bayview (CD 2)","1,089",838,3,"1,930"
"Norfolk City",-,"503 - East Ocean View (CD 2)","1,073",681,3,"1,757"
"Norfolk City",-,"504 - Larrymore (CD 2)",946,597,1,"1,544"
"Norfolk City",-,"505 - Little Creek (CD 2)",631,503,0,"1,134"
"Norfolk City",-,"506 - Ocean View Center (CD 2)","1,530",695,7,"2,232"
"Norfolk City",-,"507 - Pretlow (CD 2)","1,087",673,2,"1,762"
"Norfolk City",-,"509 - Tarrallton (CD 2)",835,982,3,"1,820"
"Norfolk City",-,"510 - Third Presbyterian (CD 2)",930,987,1,"1,918"
"Norfolk City",-,"511 - Crossroads (CD 2)",951,771,4,"1,726"
"Norfolk City",-,"512 - Azalea Gardens (CD 2)",562,454,1,"1,017"
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 2)","1,413",812,5,"2,230"
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 3)","3,210",781,9,"4,000"
"Norfolk City",-,"Provisional (CD 2)",41,15,56,112
"Norfolk City",-,"Provisional (CD 3)",88,14,102,204
"Northampton County",-,"101 - Precinct 1-1",652,575,0,"1,227"
"Northampton County",-,"201 - Precinct 2-1",839,295,1,"1,135"
"Northampton County",-,"301 - Precinct 3-1",750,288,0,"1,038"
"Northampton County",-,"401 - Precinct 4-1",536,516,3,"1,055"
"Northampton County",-,"501 - Precinct 5-1",586,615,2,"1,203"
"Northampton County",-,"Ab - Central Absentee Precinct",371,316,0,687
"Northampton County",-,Provisional,1,1,0,2
"Northumberland County",-,"101 - 1a",506,602,0,"1,108"
"Northumberland County",-,"201 - 2a",492,831,1,"1,324"
"Northumberland County",-,"301 - 3a",551,227,1,779
"Northumberland County",-,"302 - 3b",336,94,0,430
"Northumberland County",-,"401 - 4a",506,"1,035",1,"1,542"
"Northumberland County",-,"501 - 5a",522,"1,015",1,"1,538"
"Northumberland County",-,"Ab - Central Absentee Precinct",335,414,1,750
"Northumberland County",-,Provisional,5,2,0,7
"Norton City",-,"1 - East Ward",620,859,1,"1,480"
"Nottoway County",-,"101 - Precinct 1-1",332,407,0,739
"Nottoway County",-,"102 - Precinct 1-2",199,300,1,500
"Nottoway County",-,"201 - Precinct 2-1",437,506,0,943
"Nottoway County",-,"202 - Precinct 2-2",101,281,0,382
"Nottoway County",-,"301 - Precinct 3-1",436,193,0,629
"Nottoway County",-,"302 - Precinct 3-2",195,208,0,403
"Nottoway County",-,"401 - Precinct 4-1",555,165,0,720
"Nottoway County",-,"402 - Precinct 4-2",230,346,0,576
"Nottoway County",-,"501 - Precinct 5-1",539,647,0,"1,186"
"Nottoway County",-,"Ab - Central Absentee Precinct",270,274,1,545
"Orange County",-,"101 - One West",640,855,3,"1,498"
"Orange County",-,"102 - One East",697,756,2,"1,455"
"Orange County",-,"201 - Two West",619,881,0,"1,500"
"Orange County",-,"202 - Two East",480,794,1,"1,275"
"Orange County",-,"301 - Three West",999,867,40,"1,906"
"Orange County",-,"302 - Three East",245,307,0,552
"Orange County",-,"401 - Four West",527,915,5,"1,447"
"Orange County",-,"402 - Four East",619,795,4,"1,418"
"Orange County",-,"501 - Five South",727,"1,018",1,"1,746"
"Orange County",-,"502 - Five North",731,"1,155",4,"1,890"
"Orange County",-,"Ab - Central Absentee Precinct",683,768,2,"1,453"
"Orange County",-,Provisional,5,3,0,8
"Page County",-,"101 - West Luray",762,"1,105",9,"1,876"
"Page County",-,"201 - East Luray",779,"1,248",8,"2,035"
"Page County",-,"301 - Marksville",733,"1,214",3,"1,950"
"Page County",-,"401 - Newport",536,"1,067",0,"1,603"
"Page County",-,"501 - Shenandoah",609,"1,275",1,"1,885"
"Page County",-,"Ab - Central Absentee Precinct",383,464,1,848
"Page County",-,Provisional,4,3,0,7
"Patrick County",-,"101 - Ararat",167,298,0,465
"Patrick County",-,"102 - Claudville",118,314,0,432
"Patrick County",-,"103 - Willis Gap",136,303,0,439
"Patrick County",-,"201 - Dry Pond",79,168,1,248
"Patrick County",-,"202 - Patrick Springs",253,568,0,821
"Patrick County",-,"203 - Russell Creek",203,401,0,604
"Patrick County",-,"301 - Critz/stella",330,594,0,924
"Patrick County",-,"302 - Liberty",151,454,1,606
"Patrick County",-,"401 - Meadows Of Dan",230,408,0,638
"Patrick County",-,"402 - Stuart Administration",251,521,1,773
"Patrick County",-,"501 - Stuart Community",104,205,0,309
"Patrick County",-,"502 - Elamsville",193,356,3,552
"Patrick County",-,"503 - Woolwine",220,412,1,633
"Patrick County",-,"Ab - Central Absentee Precinct",244,532,0,776
"Patrick County",-,Provisional,0,3,3,6
"Petersburg City",-,"101 - First Ward First Precinct","1,362",131,3,"1,496"
"Petersburg City",-,"201 - Second Ward First Precinct","1,892",215,7,"2,114"
"Petersburg City",-,"301 - Third Ward First Precinct","1,821",408,6,"2,235"
"Petersburg City",-,"401 - Fourth Ward First Precinct","1,508",235,6,"1,749"
"Petersburg City",-,"501 - Fifth Ward First Precinct","1,689",104,3,"1,796"
"Petersburg City",-,"601 - Sixth Ward First Precinct","1,613",58,4,"1,675"
"Petersburg City",-,"701 - Seventh Ward First Precinct","1,613",58,4,"1,675"
"Petersburg City",-,"Ab - Central Absentee Precinct","2,378",359,2,"2,739"
"Petersburg City",-,Provisional,6,1,0,7
"Pittsylvania County",-,"103 - Twin Springs",430,"1,750",0,"2,180"
"Pittsylvania County",-,"105 - Chatham",258,546,0,804
"Pittsylvania County",-,"106 - Tunstall",242,658,0,900
"Pittsylvania County",-,"108 - West Blairs",201,342,0,543
"Pittsylvania County",-,"201 - Callands",228,615,0,843
"Pittsylvania County",-,"202- Bearskin",99,136,0,235
"Pittsylvania County",-,"204 - Sandy Level",188,363,1,552
"Pittsylvania County",-,"206 - Climax",166,449,1,616
"Pittsylvania County",-,"207 - Gretna",488,"1,029",0,"1,517"
"Pittsylvania County",-,"301 - Central",500,258,2,760
"Pittsylvania County",-,"305 - Riceville",402,266,0,668
"Pittsylvania County",-,"307 - East Blairs",775,207,0,982
"Pittsylvania County",-,"308 - Mt Airy",302,157,1,460
"Pittsylvania County",-,"309 - East Gretna",285,245,0,530
"Pittsylvania County",-,"402 - Keeling",193,652,0,845
"Pittsylvania County",-,"404 - Kentuck",457,"1,149",0,"1,606"
"Pittsylvania County",-,"405 - Ringgold",642,"1,102",0,"1,744"
"Pittsylvania County",-,"501 - Hurt",498,853,1,"1,352"
"Pittsylvania County",-,"502 - Motley Sycamore",499,935,0,"1,434"
"Pittsylvania County",-,"503 - Renan",252,499,0,751
"Pittsylvania County",-,"603 - Stony Mill",340,774,2,"1,116"
"Pittsylvania County",-,"604 - Swansonville",347,517,1,865
"Pittsylvania County",-,"605 - Whitmell",310,559,0,869
"Pittsylvania County",-,"606 - Brosville",458,402,0,860
"Pittsylvania County",-,"607 - Dry Fork",110,340,0,450
"Pittsylvania County",-,"702 - Bachelors Hall",241,978,1,"1,220"
"Pittsylvania County",-,"703 - Ferry Road",103,184,0,287
"Pittsylvania County",-,"704 - Mt Hermon",605,"1,364",1,"1,970"
"Pittsylvania County",-,"705 - Mt Cross",219,709,1,929
"Pittsylvania County",-,"Ab - Central Absentee Precinct","1,186","1,473",5,"2,664"
"Pittsylvania County",-,Provisional,3,9,0,12
"Poquoson City",-,"1 - Central",525,"1,473",5,"2,003"
"Poquoson City",-,"2 - Eastern",578,"1,591",4,"2,173"
"Poquoson City",-,"3 - Western",524,"1,557",4,"2,085"
"Poquoson City",-,"Ab - Central Absentee Precinct",217,570,2,789
"Poquoson City",-,Provisional,0,3,0,3
"Portsmouth City",-,"1 - One",882,417,3,"1,302"
"Portsmouth City",-,"5 - Five","1,041",44,0,"1,085"
"Portsmouth City",-,"7- Seven",740,208,0,948
"Portsmouth City",-,"9 - Nine","1,108",213,1,"1,322"
"Portsmouth City",-,"10 - Ten",566,276,1,843
"Portsmouth City",-,"11 - Eleven","1,065",26,1,"1,092"
"Portsmouth City",-,"13 - Thirteen",956,40,0,996
"Portsmouth City",-,"14 - Fourteen","1,190",53,1,"1,244"
"Portsmouth City",-,"16 - Sixteen",911,339,4,"1,254"
"Portsmouth City",-,"17 - Seventeen","1,088",430,4,"1,522"
"Portsmouth City",-,"19 - Nineteen",441,304,0,745
"Portsmouth City",-,"20 - Twenty",776,234,1,"1,011"
"Portsmouth City",-,"21 - Twenty-one",835,36,0,871
"Portsmouth City",-,"22 - Twenty-two",654,453,2,"1,109"
"Portsmouth City",-,"23 - Twenty-three",525,640,3,"1,168"
"Portsmouth City",-,"24 - Twenty-four",683,353,4,"1,040"
"Portsmouth City",-,"25 - Twenty-five",731,523,1,"1,255"
"Portsmouth City",-,"26 - Twenty-six","1,282",31,3,"1,316"
"Portsmouth City",-,"27 - Twenty-seven","1,292",35,1,"1,328"
"Portsmouth City",-,"28 - Twenty Eight","1,612",65,2,"1,679"
"Portsmouth City",-,"29 - Twenty- Nine",308,558,0,866
"Portsmouth City",-,"30 - Thirty",374,671,3,"1,048"
"Portsmouth City",-,"31 - Thirty-one","1,203",643,0,"1,846"
"Portsmouth City",-,"32 - Thirty-two",407,616,1,"1,024"
"Portsmouth City",-,"33- Thirty-three",326,605,4,935
"Portsmouth City",-,"34- Thirty-four",522,704,2,"1,228"
"Portsmouth City",-,"35 - Thirty-five",725,774,1,"1,500"
"Portsmouth City",-,"36 - Thirty-six","1,388","1,193",4,"2,585"
"Portsmouth City",-,"37 - Thirty-seven","1,421",671,4,"2,096"
"Portsmouth City",-,"38 - Thirty-eight","2,068",305,7,"2,380"
"Portsmouth City",-,"39 - Thirty-nine","1,786",603,4,"2,393"
"Portsmouth City",-,"Ab - Central Absentee Precinct","3,341",744,7,"4,092"
"Portsmouth City",-,Provisional,34,11,45,90
"Powhatan County",-,"101 - Subletts",444,"1,261",5,"1,710"
"Powhatan County",-,"102 - Manakin",290,776,2,"1,068"
"Powhatan County",-,"103 - Flat Rock",234,687,3,924
"Powhatan County",-,"201 - Powhatan Station",277,970,2,"1,249"
"Powhatan County",-,"202 - Graceland",457,"1,161",1,"1,619"
"Powhatan County",-,"301 - Bethesda",377,962,3,"1,342"
"Powhatan County",-,"302 - Lee's Landing",279,745,1,"1,025"
"Powhatan County",-,"401 - Powhatan Courthouse",509,"1,494",5,"2,008"
"Powhatan County",-,"402 - Mt Zion",231,556,0,787
"Powhatan County",-,"501 - Smith Cross Roads",545,657,1,"1,203"
"Powhatan County",-,"502 - Pineville",263,323,2,588
"Powhatan County",-,"503 - Tobaccoville",154,418,0,572
"Powhatan County",-,"Ab - Central Absentee Precinct",403,868,4,"1,275"
"Powhatan County",-,Provisional,7,9,0,16
"Prince Edward County",-,"101 - Farmville",561,503,1,"1,065"
"Prince Edward County",-,"201 - Lockett",668,615,1,"1,284"
"Prince Edward County",-,"301 - Leigh",484,318,1,803
"Prince Edward County",-,"302 - Mt Pleasant",280,146,0,426
"Prince Edward County",-,"401 - Hampden",469,444,2,915
"Prince Edward County",-,"501 - Darlington Hts",231,360,0,591
"Prince Edward County",-,"502 - Buffalo Hts",186,219,0,405
"Prince Edward County",-,"601 - Prospect",784,484,2,"1,270"
"Prince Edward County",-,"701 - West End",567,492,0,"1,059"
"Prince Edward County",-,"801 - Center",547,216,0,763
"Prince Edward County",-,"Ab - Central Absentee Precinct",341,303,0,644
"Prince George County",-,"101 - Richard Bland (CD 4)",330,575,0,905
"Prince George County",-,"102 - Templeton (CD 4)",764,"1,662",3,"2,429"
"Prince George County",-,"103 - Union Branch (CD 4)",725,794,3,"1,522"
"Prince George County",-,"104 - Rives (CD 3)",535,411,2,948
"Prince George County",-,"104 - Rives (CD 4)",126,40,0,166
"Prince George County",-,"105 - Harrison (CD 3)",177,400,1,578
"Prince George County",-,"201 - Bland (CD 3)",801,"1,380",1,"2,182"
"Prince George County",-,"202 - Black Water (CD 3)",562,995,1,"1,558"
"Prince George County",-,"203 - Brandon (CD 3)",203,413,0,616
"Prince George County",-,"204 - Courts Bldg (CD 4)",988,842,0,"1,830"
"Prince George County",-,"205 - Jefferson Park (CD 4)",919,416,1,"1,336"
"Prince George County",-,"Ab - Central Absentee Precinct (CD 3)",335,381,0,716
"Prince George County",-,"Ab - Central Absentee Precinct (CD 4)",587,469,0,"1,056"
"Prince George County",-,"Provisional (CD 3)",0,0,0,0
"Prince George County",-,"Provisional (CD 4)",0,0,0,0
"Prince William County",-,"101 - Brentsville (CD 1)",733,"1,368",2,"2,103"
"Prince William County",-,"102 - Cedar Point (CD 1)","1,210","1,393",1,"2,604"
"Prince William County",-,"103 - Glenkirk (CD 1)",789,974,2,"1,765"
"Prince William County",-,"104 - Nokesville (CD 1)",401,875,1,"1,277"
"Prince William County",-,"105 - Limestone (CD 1)","1,134","1,103",3,"2,240"
"Prince William County",-,"106 - Westgate (CD 1)","1,025",354,10,"1,389"
"Prince William County",-,"107 - Marsteller (CD 1)","1,410","1,342",4,"2,756"
"Prince William County",-,"108 - Victory (CD 1)","1,181","1,134",6,"2,321"
"Prince William County",-,"109 - Piney Branch (CD 1)",957,820,0,"1,777"
"Prince William County",-,"110 - Buckland Mills (CD 1)",226,316,3,545
"Prince William County",-,"110 - Buckland Mills (CD 10)","1,279","1,208",5,"2,492"
"Prince William County",-,"111 - Bristow Run (CD 1)","1,352","1,451",4,"2,807"
"Prince William County",-,"201 - Saunders (CD 1)",53,34,0,87
"Prince William County",-,"201 - Saunders (CD 11)","1,433",782,4,"2,219"
"Prince William County",-,"202 - Marshall (CD 1)",933,"1,153",3,"2,089"
"Prince William County",-,"203 - Bennett (CD 1)","1,448","1,853",8,"3,309"
"Prince William County",-,"204 - Ellis (CD 1)",980,720,6,"1,706"
"Prince William County",-,"205 - Buckhall (CD 10)",782,886,1,"1,669"
"Prince William County",-,"206 - Coles (CD 1)",654,944,1,"1,599"
"Prince William County",-,"207 - Spriggs (CD 1)","1,443",834,7,"2,284"
"Prince William County",-,"208 - Hylton (CD 1)",916,"1,190",4,"2,110"
"Prince William County",-,"208 - Hylton (CD 11)",335,230,0,565
"Prince William County",-,"209 - Independent Hill (CD 1)",501,891,2,"1,394"
"Prince William County",-,"210 - Penn (CD 1)",746,"1,025",1,"1,772"
"Prince William County",-,"210 - Penn (CD 11)",295,117,0,412
"Prince William County",-,"211 - Signal Hill (CD 10)",565,676,3,"1,244"
"Prince William County",-,"212 - Yorkshire (CD 10)","1,380",911,6,"2,297"
"Prince William County",-,"301 - Dumfries (CD 11)","1,031",313,2,"1,346"
"Prince William County",-,"302 - Potomac (CD 11)","1,764",448,9,"2,221"
"Prince William County",-,"303 - Graham Park (CD 11)","1,691",751,1,"2,443"
"Prince William County",-,"304 - Quantico (CD 1)",214,246,3,463
"Prince William County",-,"305 - Pattie (CD 1)",960,886,6,"1,852"
"Prince William County",-,"306 - Washington-reid (CD 1)",986,858,0,"1,844"
"Prince William County",-,"307 - Henderson (CD 1)","1,534","1,332",9,"2,875"
"Prince William County",-,"308 - Montclair (CD 1)","1,354","1,144",1,"2,499"
"Prince William County",-,"309 - Ashland (CD 1)",698,674,2,"1,374"
"Prince William County",-,"310 - Forest Park (CD 1)","1,033",538,1,"1,572"
"Prince William County",-,"311 - Swans Creek (CD 11)","1,604",601,6,"2,211"
"Prince William County",-,"312 - Triangle (CD 1)",240,113,0,353
"Prince William County",-,"401 - Evergreen (CD 10)",951,"1,457",5,"2,413"
"Prince William County",-,"402 - Battlefield (CD 10)",861,"1,706",3,"2,570"
"Prince William County",-,"403 - Bull Run (CD 10)",779,771,2,"1,552"
"Prince William County",-,"404 - Ashton (CD 1)","1,214",566,7,"1,787"
"Prince William County",-,"405 - Stonewall (CD 1)","1,392",634,4,"2,030"
"Prince William County",-,"406 - Alvey (CD 10)","1,240","1,775",1,"3,016"
"Prince William County",-,"407 - Heritage Hunt (CD 10)",889,"1,243",0,"2,132"
"Prince William County",-,"408 - Sudley (CD 1)",697,621,5,"1,323"
"Prince William County",-,"409 - Haymarket (CD 10)","1,075",936,5,"2,016"
"Prince William County",-,"410 - Mountain View (CD 10)",879,"1,283",6,"2,168"
"Prince William County",-,"411 - Mullen (CD 1)","1,520",675,8,"2,203"
"Prince William County",-,"501 - Lake Ridge (CD 1)","1,214",788,6,"2,008"
"Prince William County",-,"502 - Occoquan (CD 11)",622,423,4,"1,049"
"Prince William County",-,"503 - Old Bridge (CD 11)","1,195","1,123",3,"2,321"
"Prince William County",-,"504 - Rockledge (CD 11)","1,151",878,5,"2,034"
"Prince William County",-,"505 - Mohican (CD 1)",767,599,2,"1,368"
"Prince William County",-,"505 - Mohican (CD 11)",815,460,1,"1,276"
"Prince William County",-,"506 - Bethel (CD 11)","1,352",905,3,"2,260"
"Prince William County",-,"507 - Chinn (CD 11)","1,051",648,3,"1,702"
"Prince William County",-,"508 - Springwoods (CD 1)",859,429,3,"1,291"
"Prince William County",-,"508 - Springwoods (CD 11)",806,390,2,"1,198"
"Prince William County",-,"509 - Mc Coart (CD 1)",804,906,1,"1,711"
"Prince William County",-,"510 - Yates Ford (CD 1)",272,383,3,658
"Prince William County",-,"510 - Yates Ford (CD 10)",486,675,5,"1,166"
"Prince William County",-,"511 - Westridge (CD 1)",928,803,3,"1,734"
"Prince William County",-,"512 - York (CD 11)","1,366",430,0,"1,796"
"Prince William County",-,"601 - Dale (CD 11)","1,156",343,5,"1,504"
"Prince William County",-,"602 - Beville (CD 11)","1,545",627,2,"2,174"
"Prince William County",-,"603 - Godwin (CD 11)","1,925",632,8,"2,565"
"Prince William County",-,"604 - Gideon (CD 11)","1,109",414,2,"1,525"
"Prince William County",-,"605 - Minnieville (CD 11)","1,118",556,3,"1,677"
"Prince William County",-,"606 - Bel Air (CD 11)","1,110",512,4,"1,626"
"Prince William County",-,"607 - Kerrydale (CD 11)","1,330",551,5,"1,886"
"Prince William County",-,"608 - Enterprise (CD 11)","1,090",536,3,"1,629"
"Prince William County",-,"609 - King (CD 1)",0,0,0,0
"Prince William County",-,"609 - King (CD 11)","1,328",642,7,"1,977"
"Prince William County",-,"610 - Fitzgerald (CD 11)","1,275",510,3,"1,788"
"Prince William County",-,"701 - Belmont (CD 11)","1,096",748,2,"1,846"
"Prince William County",-,"702 - Library (CD 11)","1,635",649,3,"2,287"
"Prince William County",-,"703 - Lynn (CD 11)","1,349",301,6,"1,656"
"Prince William County",-,"704 - Porter (CD 11)","1,415",653,8,"2,076"
"Prince William County",-,"705 - Potomac View (CD 11)",667,450,3,"1,120"
"Prince William County",-,"706 - Rippon (CD 11)","1,589",697,8,"2,294"
"Prince William County",-,"707 - Kilby (CD 11)",960,380,4,"1,344"
"Prince William County",-,"708 - River Oaks (CD 11)","2,305",479,2,"2,786"
"Prince William County",-,"709 - Freedom (CD 11)","1,494",375,1,"1,870"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 1)","5,626","4,913",12,"10,551"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 10)","2,546","3,064",2,"5,612"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 11)","6,631","2,701",10,"9,342"
"Prince William County",-,"Provisional (CD 1)",35,34,0,69
"Prince William County",-,"Provisional (CD 10)",9,25,0,34
"Prince William County",-,"Provisional (CD 11)",61,22,0,83
"Pulaski County",-,"101 - Belspring",249,341,2,592
"Pulaski County",-,"102 - New River",858,876,2,"1,736"
"Pulaski County",-,"103 - West Cloyd",378,549,0,927
"Pulaski County",-,"201 - Draper",380,646,2,"1,028"
